game_id,platform_id
606,29
606,32
607,8
607,15
607,20
607,28
607,32
608,14
608,15
608,21
608,29
609,1
609,8
609,14
609,15
609,21
609,29
609,31
609,32
610,8
610,15
610,32
611,14
611,15
611,21
611,29
612,8
612,15
612,29
613,15
613,20
614,8
614,15
614,32
615,8
615,15
615,32
616,14
616,15
616,21
616,29
616,32
617,1
617,8
617,15
617,16
617,31
617,32
618,15
618,21
618,29
619,8
619,15
619,21
619,29
619,32
620,15
620,21
620,29
621,15
622,14
622,15
622,16
622,21
622,29
622,30
623,14
623,15
623,21
623,22
623,29
623,30
624,15
625,15
625,20
625,28
625,32
626,8
626,15
626,21
626,29
626,32
627,15
628,8
628,14
628,15
628,21
628,29
628,32
629,15
629,21
629,22
629,29
629,30
630,15
630,21
631,8
631,15
631,32
632,1
632,12
632,15
632,16
632,20
632,28
632,29
632,31
633,1
633,12
633,13
633,15
633,16
633,20
633,21
633,28
633,31
633,32
634,15
634,21
634,29
635,15
635,32
636,8
636,15
636,32
637,1
637,8
637,14
637,15
637,20
637,28
637,32
638,8
638,15
638,20
638,28
638,29
638,32
639,1
639,14
639,15
639,21
639,29
639,31
640,8
640,15
640,32
641,15
641,21
641,29
642,15
642,20
642,28
642,32
643,7
643,15
643,19
643,20
643,27
644,2
644,7
644,15
644,17
644,19
644,20
644,25
644,27
645,7
645,15
645,19
645,20
645,27
645,31
646,8
646,14
646,15
646,21
646,29
646,32
647,15
647,21
647,29
648,8
648,15
648,32
649,15
649,20
649,21
649,28
649,29
650,15
650,20
650,21
650,28
650,29
651,8
651,15
651,19
651,20
651,21
651,27
651,28
651,29
651,31
651,32
652,8
652,15
652,21
652,29
652,30
652,32
653,1
653,8
653,10
653,14
653,15
653,21
653,29
653,31
653,32
654,15
654,20
654,31
654,32
655,8
655,15
655,21
655,32
656,2
656,3
656,8
656,11
656,14
656,15
656,21
656,22
656,23
656,27
656,29
656,30
656,32
657,15
658,2
658,3
658,8
658,11
658,15
658,18
658,28
659,15
659,24
660,15
660,29
661,15
661,20
661,21
661,29
661,32
662,8
662,15
662,16
662,20
662,21
662,24
662,26
662,29
662,31
662,32
663,15
664,15
665,15
665,20
665,28
665,29
666,15
666,21
666,29
667,14
667,15
667,16
667,20
667,21
667,26
667,28
667,29
668,10
668,15
668,16
668,20
668,25
668,28
668,29
668,31
668,32
669,14
669,15
669,21
669,29
670,15
670,24
670,32
671,15
671,21
671,29
671,32
672,8
672,15
672,32
673,14
673,15
673,20
673,21
673,22
673,28
673,29
673,30
674,15
674,21
674,29
675,14
675,15
675,21
675,29
676,15
676,20
676,28
677,15
677,20
677,28
678,15
679,8
679,14
679,15
679,21
679,29
679,32
680,15
680,20
680,28
681,14
681,15
681,21
681,29
682,15
682,20
682,28
683,15
683,18
683,23
684,14
684,15
684,20
684,21
684,28
684,29
685,14
685,15
685,21
685,22
685,29
685,32
686,4
686,7
686,11
686,15
686,18
687,14
687,15
687,21
687,22
687,29
687,30
688,1
688,7
688,15
688,19
688,21
688,25
688,31
689,14
689,15
689,20
689,21
689,28
689,29
690,14
690,15
690,20
690,21
690,24
690,28
690,29
691,14
691,15
691,21
691,29
691,32
692,10
692,14
692,15
692,20
692,21
692,26
692,28
692,29
693,14
693,15
693,16
693,20
693,21
693,28
693,29
694,14
694,15
694,21
694,22
694,29
694,30
694,31
695,14
695,15
695,21
695,29
695,32
696,8
696,15
696,21
696,29
696,32
697,14
697,15
697,21
697,29
698,8
698,15
698,32
699,8
699,15
699,32
700,15
701,15
701,21
701,29
701,32
702,15
702,28
703,15
703,20
703,28
704,8
704,14
704,15
704,16
704,21
704,29
704,32
705,14
705,15
705,21
705,29
706,8
706,15
706,32
707,8
707,14
707,15
707,21
707,29
707,32
708,14
708,15
708,16
708,20
708,21
708,28
708,31
709,8
709,14
709,15
709,21
709,29
709,32
710,8
710,15
710,21
710,29
710,32
711,15
711,29
712,14
712,15
712,21
712,29
712,30
713,14
713,15
713,21
713,29
713,30
714,14
714,15
714,21
714,29
714,30
715,15
716,8
716,14
716,15
716,21
716,29
716,32
717,14
717,15
717,21
717,29
717,32
718,8
718,15
718,21
718,29
718,32
719,15
720,15
720,20
720,28
720,32
721,15
721,21
721,29
722,15
722,21
722,29
723,15
724,15
725,12
725,15
725,20
725,25
725,28
725,29
726,8
726,14
726,15
726,21
726,24
726,29
726,32
727,8
727,15
727,20
727,28
727,29
728,8
728,15
728,20
728,21
728,28
728,29
729,8
729,15
729,20
729,21
729,28
729,29
730,8
730,15
730,20
730,28
730,29
731,15
731,32
732,8
732,15
732,20
732,28
732,32
733,15
734,8
734,15
734,32
735,15
736,1
736,10
736,15
736,26
736,31
737,15
737,22
737,29
737,30
738,15
738,21
738,29
739,8
739,14
739,15
739,21
739,29
739,31
739,32
740,15
740,27
741,8
741,15
741,20
741,28
741,32
742,15
743,8
743,15
743,32
744,14
744,15
744,28
745,14
745,15
745,28
746,14
746,15
747,15
748,8
748,15
748,21
748,29
748,32
749,8
749,15
749,32
750,8
750,15
750,21
750,29
750,31
750,32
751,15
751,21
751,29
752,8
752,15
752,21
752,29
752,32
753,1
753,8
753,15
753,31
753,32
754,1
754,8
754,14
754,15
754,31
754,32
755,8
755,15
755,32
756,8
756,15
756,20
756,28
756,32
757,8
757,15
757,20
757,28
757,32
758,14
758,15
758,21
758,29
759,15
760,15
760,32
761,8
761,15
761,32
762,8
762,14
762,15
762,21
762,29
762,31
762,32
763,15
764,15
764,20
764,28
765,1
765,8
765,14
765,15
765,21
765,29
765,31
765,32
766,15
766,20
766,28
767,15
767,21
767,29
767,32
768,8
768,14
768,15
768,21
768,29
768,32
769,14
769,15
769,21
769,29
770,14
770,15
770,20
770,21
770,28
770,29
771,14
771,15
771,21
771,22
771,29
771,30
772,15
772,20
772,26
772,28
773,1
773,10
773,15
773,16
773,20
773,26
773,28
773,29
773,31
774,4
774,7
774,15
774,20
774,28
774,29
775,7
775,15
775,20
775,28
776,10
776,15
776,20
776,21
776,28
776,29
777,14
777,15
777,21
777,29
778,14
778,15
778,21
778,29
779,14
779,15
779,20
779,21
779,28
779,29
780,15
780,29
781,1
781,8
781,15
781,32
782,15
782,20
782,28
782,29
783,8
783,14
783,15
783,21
783,29
783,32
784,15
784,16
784,20
784,21
784,28
785,8
785,14
785,15
785,21
785,29
785,32
786,15
786,21
786,22
786,29
786,30
787,14
787,15
787,21
787,29
788,2
788,7
788,14
788,15
788,21
788,27
788,32
789,14
789,15
789,21
789,27
789,28
789,29
789,32
790,15
790,21
790,22
790,29
791,15
